review_id,review_title,avg_rating,rating,review_text,Type_Of_Traveler,Stayed_Period,Reservation ID,Guest ID,Room Number,Hotel ID
6255,Superb,8.4,9.2,"There was a little smell in our room during our first night, but it went away as soon as we had the windows open. ,

The location was prime, really easy to get around, and the staff were really friendly! Would definitely stay here again.",People with friends,Stayed 2 nights,30613,29713,21,2842
6256,Decent room but lack in facilities. A LOT OF MOSQUITOES,7.3,5,"they offer no fans or any other way of ventilation in the room, and if you open the windows then the room gets filled with mosquitoes. No warning of it or they didn't provide any mosquito repeller or anything. we booked a twin room, the bed was ok, the bathroom was clean, the only problem was it was too hot and A LOT OF MOSQUITOES.,

Location",Couple,Stayed 1 night,30614,29714,89,2843
6257,"Location is great, ideal for a short stay 👍",7.4,8.3,"Only given one key 🔑,

Location",Solo traveller,Stayed 3 nights,30615,29715,11,2844
6258,Home from home in Bruge with added luxury,9,9,"This is a great location with super hosts.  I stayed here en route from Calais & it was a great stop.  There's a park nearby to de-stress a little with the town & food options around the corner. I had a big welcome upon arrival & help with my luggage up the stairs, parking etc. The room is super comfortable, spotlessly clean & super fluffy towels!  Although COVID times made evening food difficult as most restaurants close early, the addition of a microwave, fridge, plates & cutlery was most welcomed. Tea/Coffee (and special request of milk) ensured a nice easy start to the day & my onward travel.  I'll be sure to stay here again when I return. Tip: make sure you get the code to enter as the bell is not used ;-)  .",Solo traveller,Stayed 1 night,30616,29716,62,2845
6259,Wonderful stay in a quaint little town,8.8,7,"Nothing serious... As long-distance cycling travelers, we would have like to have had at least a kettle with some coffee and tea available in the room.
,

Very calm.
Very good breakfast. 
Very helpful host.
Garage for bicycles.",Couple,Stayed 1 night,30618,29718,4,2846
6260,Nice place to stay in Dinant,7.6,7.9,There are no comments available for this review,Solo traveller,Stayed 1 night,30619,29719,28,2847
6261,Stay was nice,9.1,7.9,"No kids bed or chair and the windows on first floor not kid proof,

Great house, good beds and swimming pool!",Family with young children,Stayed 1 night,30621,29721,83,2848
6262,Fabulous,8.7,8.8,"All good,

Peaceful if ‘remote’.  Beautiful setting.",Family with young children,Stayed 1 night,30623,29723,53,2849
6263,Noisy smelly location,7.9,3.3,"It is impossible to sleep with all the outside noise, trains, trams, busses, cars, ....
The room had a bad smell which wasn't possible to get rid of, even when ventilating.
I would never recommend this to anyone.,

Distance to the place I wanted to go.",Solo traveller,Stayed 2 nights,30624,29724,87,2850
6264,Superb,8.4,9.2,"Shower rooms weren’t that nice compared to all the infra-structure. But the hostel is really great.,

Good breakfast. Really good.Rooms were nice, with plugs, wi-fi and individual lights. Big lockers and even a wardrobe.Location was excellent.",Solo traveller,Stayed 1 night,30625,29725,65,2851
6265,Very good,7.3,8,There are no comments available for this review,Group,Stayed 1 night,30627,29727,40,2852
6266,Good,7.4,7.5,There is no WiFi,Solo traveller,Stayed 2 nights,30629,29729,56,2853
6267,Exceptional,9,10,"Jason and his wife are such a great hosts! They run a beautiful B&B. We loved our stay so much ! Photos don't judge the charachter of property enough. Big and comfy bed, pristine bathroom and fresh coffee in the morning. There are guides and photo albums of Brugge in the room-very helpfull. I highly recommend this B&B !!!!",Couple,Stayed 1 night,30630,29730,39,2854
6268,Exceptional,8.8,10,"Good breakfast, really friendly staff :)",Couple,Stayed 2 nights,30631,29731,35,2855
6269,Exceptional,9.1,9.6,"It rained the while time we were there so we so look forward to going back when its sunny! ,

Pretty much everything was ideal and the fact they have a covered pool is a real bonus given we had our young kids with us.",Family with young children,Stayed 1 night,30632,29732,90,2856
6270,Exceptional,8.7,9.6,"sauna was out of order!,

Loved the story of ""les relais du silence"" !!!",Family with young children,Stayed 1 night,30633,29733,14,2857
6271,Very good,7.9,8,"The location is convenient, and I felt that the staff was very accommodating. I arrived early and they let me check in around 11am.",Solo traveller,Stayed 1 night,30634,29734,24,2858
6272,Fabulous,8.4,8.8,"Nice public facilities!
Satisfied breakfast!
Helpful and friendly staff!",Solo traveller,Stayed 2 nights,30635,29735,18,2859
6273,Very good,7.3,8,There are no comments available for this review,Solo traveller,Stayed 1 night,30637,29737,43,2860
6274,Superb,7.4,9,"The room could be cleaner and there was not enough slipcover and pillowcases.,

Location is just perfect, so if you are travelling for a weekend in Brussels it;s really worth it to choose this apartment.",Group,Stayed 4 nights,30638,29738,40,2861
6275,Exceptional,9,10,There are no comments available for this review,Couple,Stayed 2 nights,30640,29740,45,2862
6276,Very good,8.8,8,There are no comments available for this review,Couple,Stayed 1 night,30642,29742,33,2863
6277,Lovely,9.1,9.6,A well equipped and comfortable home. Loved having a swim in the pool. The owner was very helpful when we had an issue with our trailer. Thanks!,Family with young children,Stayed 1 night,30643,29743,33,2864
6278,We will be back!,8.7,9.6,"Nothing to say.,

It was a very hot day and the owner made sure that we had a room  on the cool side of the hotel.Super dinner outside on the terrace.We have stayed here several times before and always have a very good stay.",Couple,Stayed 1 night,30644,29744,24,2865
6279,Superb,9,9.2,"Perfect service, free kitchen, fast internet",Solo traveller,Stayed 1 night,30645,29745,43,2866
6280,Superb,8.6,9.2,"Some sounds from neighbor was came through in night. It was acceptable level though.Bit cold due to less controlable oil heater.,

Very friendly reception staff. They kindly advised recommendation of restaurant, choco shop and sightseeing spots.And Nice interior & exterior.And Good Iocation.",Family with young children,Stayed 1 night,30646,29746,61,2867
6281,Good,7.9,7.5,"The room rate was not incredibly high but it was not quite value for money if facilities provided were only limited and if the room size was just not spacious enough.  Still, it is not a bad option especially for your late arrival into the city and early departure from it after the city visit completes. ,

It is very centrally located out of the central station.  Other attractions are about 20-25 minutes away if you are at a leisurely pace.  Alternatively, you can take the city’s tram into the heart of old town.",Solo traveller,Stayed 1 night,30648,29748,70,2868
6282,Good,8.4,7.9,"The bathrooms don’t have hooks or tables/stands to put clothes and toiletries on. The tissue machine in the bathroom was difficult sometimes. I didn’t mind the timer in the shower, but the water pressure is really low. Room was a little small, and there wasn’t any hand soap in the room (but there was a sink!) ,

Location is central, near Grand Place and Brussels Central station. Breakfast was really good, no deli meats but there were about three kinds of bread, some jams and sweet spreads, juices and hot beverages. In room lockers were really convenient and spacious. The lockers used the kind of locks they use in museums (one where you put a 1€ coin in to lock). Staff was friendly and helpful!",Solo traveller,Stayed 4 nights,30649,29749,89,2869
6283,Very good,7.3,8,There are no comments available for this review,Solo traveller,Stayed 2 nights,30650,29750,79,2870
6284,Passable,7.4,5.4,"The room was dirty and the location (even if it's not bad) is not what is announced in the webpage. The host is kind but this is not enough,

The location. Downtown Brussels",Solo traveller,Stayed 1 night,30651,29751,70,2871
6285,Exceptional,8.8,9.6,There are no comments available for this review,Family with young children,Stayed 1 night,30652,29752,92,2872
6286,Peace and quiet,9.1,10,"Every thing was lovely,

The owner was there to meet us and allowed us to use their garage to put our motorcycles in over night.
The gite was recently renovated so its clean and tidy
Situated in a nice quiet village",People with friends,Stayed 1 night,30653,29753,86,2873
6287,"Lovely stay in a nature binding hotel with friendly staff, will go again with my kids !",8.7,9.6,"There was only 1 downside, there was no climate control, but that's it, this little Hotel offers everything you need.,

The staff was amazing and very friendly.They have a super Garden for relaxation and the bathroom was perfect.",Double Room,N/A,30654,29754,55,2874
6288,Exceptional,9,10,"It was very clean everywhere Excellent service",Family with young children,Stayed 2 nights,30655,29755,48,2875
6289,Very good,8.6,8.3,"Room felt a little uncared for - damaged paintwork, bathroom tap loose, no lock on bathroom door and no mirror in main room.,

Nice decor and lighting in communal areas.",Couple,Stayed 3 nights,30656,29756,64,2876
6290,Passable,8.5,5,There are no comments available for this review,Couple,Stayed 2 nights,30659,29759,20,2877
6291,museum tour,8.3,10,The location really is perfect and central to everything. The staff is very friendly and helpful and we enjoyed the conversations we had tremendously. Pointers to lovely restaurants and things to enjoy.,Couple,Stayed 3 nights,30660,29760,16,2878
6292,Very good,8.8,8.3,"More Dutch/Flemish tv stations would be nice!,

Great location, modern hotel, nice breakfast",Solo traveller,Stayed 2 nights,30661,29761,28,2879
6293,Good,8.8,7,"Breakfast to small, not enough selection,

Very clean, very friendly staff, always helping",Solo traveller,Stayed 3 nights,30662,29762,43,2880
6294,A nice stay in this cozy hotel in Gent. Very friendly staff. Public transport across the street.,7.9,7,"- A bit ""noisy"", you can hear people walking on the hallway- Small breakfast- ""Small"" shower- If you cannot walk stairs: after the elevator you have to climb a few steps.- No parking in front of the hotel,

- Close to the Railway station- Very close to public transport (in front of the hotel)- Very friendly staff- Easy check in/check out- Big parking garage on 4min walk from hotel- Perfect for a short weekend- Small fridge in the hotelroom",Solo traveller,Stayed 1 night,30663,29763,92,2881
6295,Exceptional,8.4,9.6,"Very good location, personal are nice and hospitable. Price includes breakfast.",Solo traveller,Stayed 1 night,30664,29764,50,2882
6296,Very good,7.3,8,There are no comments available for this review,Solo traveller,Stayed 1 night,30665,29765,79,2883
6297,Pleasant,7.4,6.7,There are no comments available for this review,Solo traveller,Stayed 1 night,30666,29766,73,2884
6298,Very good,8.8,8.3,There are no comments available for this review,Solo traveller,Stayed 3 nights,30667,29767,77,2885
6299,Exceptional,9.1,9.6,There are no comments available for this review,Family with young children,Stayed 2 nights,30668,29768,81,2886
6300,Superb,8.7,9,There are no comments available for this review,Couple,Stayed 2 nights,30669,29769,60,2887
6301,Exceptional,9,9.6,"Everything was great!! ,

Very clean and nice rooms",Couple,Stayed 2 nights,30670,29770,11,2888
6302,Exceptional,8.6,10,"Nice deco, and fantastic atmosphere",Couple,Stayed 2 nights,30673,29773,25,2889
6303,Pleasant,8.5,6.3,There are no comments available for this review,Couple,Stayed 2 nights,30674,29774,17,2890
6304,Passable,8.3,5.4,"It’s on the pedestrian area so you have to walk from taxi to the hotel. A kettle on the room would be great so we don’t have to go back and forth to the breakfast area to get some hot water,

Great location",Family with young children,Stayed 1 night,30675,29775,97,2891
6305,Fabulous,8.8,8.8,"They organized a party in the lobby at night, drunk people everywhere, noise from the dj. In the morning empty glasses everywhere and puke on the streets. Not to cleaver for a hotel like this. Don't know if they do this every weekend, if they do their screwed.,

Very spacious rooms and very fancy, great bed, perfect shower.",Couple,Stayed 1 night,30676,29776,98,2892
6306,Passable,8.8,5.4,"No hand towels, sheets needed to be applied by guest, terrible breakfast for the money,

Location",People with friends,Stayed 1 night,30677,29777,47,2893
6307,Good,7.9,7.9,"We experienced the most hottest days in Belgium and we expected the hotel should’ve air conditioning service but unfortunately they don’t have it. Luckily they provided the fan in every room and with the big windows. Finally we still alive :),

We stayed at Castel Hotel for 3 nights with my family. The rooms were quite big and decent. Everything was clean with nice view balcony. It takes 15-20 mins to the tourist area.",Family with young children,Stayed 2 nights,30678,29778,95,2894
6308,Fabulous,8.4,8.8,"No hot water in every morning and staff said that we need to wait, but it was still cold after an hour.,

Room was clean, good breakfast, location and bar",People with friends,Stayed 2 nights,30679,29779,30,2895
6309,Very good,7.3,8,There are no comments available for this review,Couple,Stayed 2 nights,30680,29780,29,2896
6310,Superb,7.4,9.2,There are no comments available for this review,Family with young children,Stayed 1 night,30681,29781,39,2897
6311,Exceptional,8.8,10,There are no comments available for this review,Family with young children,Stayed 4 nights,30682,29782,47,2898
6312,Exceptional,9.1,10,There are no comments available for this review,Leisure trip,Three-Bedroom House,30683,29783,50,2899
6313,Good,8.2,7.9,"Hard to find ,

Very spacious very clean comfy beds",Standard Double or Twin Room,Submitted via mobile,30684,29784,52,2900
6314,Very Good,9,9.6,"It was a bit difficult for me to find this hotel,

I could rent a large and clean room, that was very nice.",Family with young children,Stayed 1 night,30685,29785,29,2901
6315,Exceptional,8.9,10,"Nothing to dislike,

Everything",Couple,Stayed 3 nights,30686,29786,69,2902
6316,Hotel monster Ernest.,8.6,8.3,"The room was a little too hot and could do with some more furniture to store clothes ,

Cosy and friendly feel of the hotel ..the staff were very helpful and the hotel was very quaint in a good location.",Couple,Stayed 3 nights,30687,29787,63,2903
6317,Passable,8.5,5.4,There are no comments available for this review,Group,Stayed 1 night,30689,29789,62,2904
6318,Old and noisy but perfect location.,8.3,6.3,"It so central but the sound isolation is not good enough. There is noisy all the day. We stayed in a king room and there was no quiter room. Poor breakfast. Very old building, should be renovated asap! The bathroom was very old, broken walls and bathtube. The bed quite comfortable but not the pillows. It is a ok choice but very expensive for whatvyou get.,

Very central location and nice staff. Soap and shampoo from Rituals.",People with friends,Stayed 2 nights,30691,29791,64,2905
6319,Very good,8.8,8.3,"Room number 714:dirty carpet,  door of shower doesn´t close properly, hose of shower has to be replaced",Solo traveller,Stayed 1 night,30692,29792,80,2906
6320,Good,8.8,7,"..,

..",Solo traveller,Stayed 1 night,30693,29793,65,2907
6321,Superb,7.9,9.2,"Very nice room, clean and modern bathroom, good breakfast, freindly and helpful staff.",Solo traveller,Stayed 3 nights,30694,29794,12,2908
6322,Good,8.4,7.9,"The ceiling fan worked all day and all night long. I asked to switch it off but at the reception they said it was not possible. ,

There were a lot of young people",Solo traveller,Stayed 1 night,30695,29795,31,2909
6323,Good,7.3,7,There are no comments available for this review,Solo traveller,Stayed 2 nights,30697,29797,3,2910
6324,Very good,8.8,8,There are no comments available for this review,Couple,Stayed 2 nights,30699,29799,54,2911
6325,Pleasant,8.2,6.7,"The breakfast.,

The amenities.",Solo traveller,Stayed 7 nights,30700,29800,57,2912
6326,Even better than expected,9,9.2,"Friendly staff, very nice appartment, great breakfast selection & snacks, fruit, coffee/tea,
Gated parking area, very secure.",People with friends,Stayed 1 night,30701,29801,81,2913
6327,Exceptional,8.9,10,"Nothing,

Location was great
Breakfast was great",Family with young children,Stayed 1 night,30702,29802,47,2914
6328,Exceptional,8.9,10,Quiet and green environment. The rooms are cosy and clean. Very friendly and helpfull host.  Excellent breakfast with organic food. Bread and jam were home made.,Family with young children,Stayed 5 nights,30703,29803,47,2915
6329,"Perfectly located, great service and comfortable room.",8.6,9.2,"Nothing really, the room was a little tight at times, but this is easily the best 3 star hotel we have ever stayed in and we would happily stay again.,

A very elegant no fuss hotel. Excellent staff who were very helpful with tips and ideas on where to visit and eat in Bruges. The room was very comfortable and the breakfast buffet was a limited selection but it was classy, tasty and fresh. The hotel has a refreshingly modern design aesthetic for Bruges, and we thought it was perfect for couples wanting to see the city being well situated within the heart of the old town.",Couple,Stayed 2 nights,30704,29804,80,2916
6330,Pleasant,8.5,6.7,There are no comments available for this review,Solo traveller,Stayed 4 nights,30705,29805,61,2917
6331,Passable,8.3,5,"Dated and cold,

Great location",Family with young children,Stayed 4 nights,30706,29806,75,2918
6332,Ok stay,8.8,8.8,"Flexibility of staff,

Sleep quality",Solo traveller,Stayed 3 nights,30707,29807,94,2919
6333,Good,8.8,7,"Breakfast is okay, location is 10-15mins walk to city, 30mins walk from train station.Wish the water in the bathroom could be warmer - i had cold water.",Solo traveller,Stayed 1 night,30708,29808,23,2920
6334,Superb,7.9,9.2,"Staff not always at the reception.,

Very nice room overlooking the central station square.",Comfort Twin Room,Submitted via mobile,30709,29809,1,2921
6335,Nice place and structure. Good breakfast.,8.4,7.5,"You need to do your own bed and undo everything in the end.. This housekeeping service shouldn’t be done by the customers.,

Staff friendliness",Solo traveller,Stayed 1 night,30710,29810,37,2922
6336,Pleasant,7.3,6,There are no comments available for this review,Solo traveller,Stayed 1 night,30711,29811,36,2923
6337,Pleasant,8.2,6.7,Although the rooms are basic they are clean and serve the purpose. A little disappointed to find there was no hair dryer.  However what is outstanding about this hotel is the resturant attached to the service station. The food was unbelievable and the service outstanding. We had the pate followed by a three fish stew and finished off with a lemon tart.,Couple,Stayed 1 night,30712,29812,30,2924
6338,Superb,8.2,9,"A beautiful hotel, perfect for what we wanted, perfectly situated with very friendly staff.",Couple,Stayed 2 nights,30713,29813,12,2925
6339,Exceptional,9,10,"Very cozy place, clean and friendly staff. Location very close to European Institutions, 2 minutes distance from bus 64, many restaurants in the area. Delicious breakfast.",Solo traveller,Stayed 2 nights,30714,29814,15,2926
6340,Exceptional,8.9,10,"Location,fantastic. Modern room, good bathroom and comfortable bed. Their restaurant served excellent modern cuisine, early enough to allow time to attend the Last Post at the Menin Gate .",Couple,Stayed 2 nights,30715,29815,32,2927
6341,Superb,8.9,9,Good breakfast with local food. Small swimming pool was nice as the day was hot. Lovely location at the countryside.,Family with young children,Stayed 1 night,30716,29816,24,2928
6342,Good,8.6,7.5,"Bed was not very comfortable.,

Great location also had Breakfast included.",Couple,Stayed 2 nights,30717,29817,88,2929
6343,Pleasant,8.5,6.7,There are no comments available for this review,Solo traveller,Stayed 1 night,30718,29818,66,1
6344,Enjoyable,8.3,10,"The central location was what made the short break so much better.,

Location was perfect",Couple,Stayed 2 nights,30719,29819,91,2
6345,Exceptional,8.8,9.6,"Haven’t notice anything wrong...,

Food available around the clock",Solo traveller,Stayed 1 night,30720,29820,30,3
6346,Decent hostel,8.8,7,"At first, we got the room next to the showers, and since the soundproof is bad there and the doors are pretty loud we could hear every single person entering showers/toilets and taking showers late night and early morning. That was not really a pleasant night (kinda sleepless), but the staff was very nice and it was possible to move for the second night to another room further from bathrooms.,

The location of the hostel is very convenient, close to the center. The rooms are pretty basic but essentially all you need (having lockers in the room - huge plus), breakfast was good. Overall, it was a decent experience.",Couple,Stayed 2 nights,30721,29821,78,5
6347,OK place for 1-2 nights,7.9,9.2,"Not every staff speaks good English and I found it a bit difficult to communicate on occasion.,

Very good location if you're travelling to/from Sint-Peter's station and don't want to get into the city. Any other place is easy to reach from here as trams and busses go by the station. Nice view from rooms overlooking the square. I had a room on the street side and didn't find it noisy.",Comfort Double Room,N/A,30722,29822,14,8
6348,Superb,8.4,9.2,"No towels provided no saop and no champo.,

The breakfast was good , excellent room.",People with friends,Stayed 1 night,30723,29823,50,6
6349,Good,7.3,7.5,There are no comments available for this review,Solo traveller,Stayed 1 night,30725,29825,68,20
6350,Good,8.2,7.5,There are no comments available for this review,Couple,Stayed 1 night,30726,29826,41,22
6351,Last minute but better than I could have planned,8.2,9,"Nothing,

Lovely ambience, really friendly, helpful staff and convenient parking",Solo traveller,Stayed 1 night,30727,29827,56,24
6352,Exceptional,9,9.6,"A little far from Grand Palace to walk but if u love walking in beautiful city like Brussels it is a good place for you,

Their services are amazing Such as offering chocolate and fruits at any time just help urself.",Family with young children,Stayed 2 nights,30728,29828,66,26
6353,Excellent location for a stay in Ieper (Ypres) with nice rooms and breakfast included,8.9,10,"parking was about 6 blocks away but walkable,

excellent breakfast - large selection and variety. Location could not be better - accross from the Cloth Hall on market square and just a few blocks from the Menin Gate",Couple,Stayed 2 nights,30730,29830,52,28
6354,Exceptional,8.9,10,"Everything was excellent!,

Charming place, amazingly welcoming hosts. The breakfast was superb and the views were outstanding.",Couple,Stayed 1 night,30732,29832,52,30
6355,Exceptional,8.6,10,"Nothing,

Quiet location, walking distance to centre",Couple,Stayed 3 nights,30733,29833,91,32
6356,Exceptional,8.5,10,There are no comments available for this review,Couple,Stayed 1 night,30734,29834,43,34
6357,Exceptional,8.3,10,"Wonderful hotel, always stay here if possible when coming to Brussels to try to stop Brexit.,

New reception is great and now there is a kettle with tea and coffee in the room.
Bring an adapter that has the old European two pin plugs (thinner than the ones you get in Eurostar and most airports).",Solo traveller,Stayed 1 night,30736,29836,26,36
6358,Good,8.8,7.5,"breakfast selection was not very big,

Spacious rooms and friendly staff",Group,Stayed 1 night,30737,29837,35,38
6359,Pleasant,8.8,6.7,"you are making the bed. they just give bed sheet and pillow case 
no towel",Family with young children,Stayed 1 night,30738,29838,82,40
6360,Superb,7.9,9.2,Rooms at the front are quite noisy!,Solo traveller,Stayed 3 nights,30739,29839,88,42
6361,Great location and delicious breakfasts,8.4,7.5,"very modest room, unused space, lined with oilcloth,in the bathrooms you can see the time - unwashed tiles and a down yellow shower curtain.,

There was a very large selection  for breakfast ... realy! even waffles, not like in a hostel, 5 minutes to the biggest attractions",Couple,Stayed 1 night,30742,29842,23,44
6362,Good,7.3,7.5,There are no comments available for this review,Solo traveller,Stayed 1 night,30743,29843,93,46
6363,"Clean, friendly staff, good location - to be recommended.",8.2,9,"All was good - can't comment on breakfast as we didn't eat in the hotel.,

The room we had was spacious and clean. Our room was quiet - we didn't hear anyone else even though there must have been many other guests (since the parking was full). The parking is secure and on the hotel ground. There was disinfectant available at the entrance and the key was cleaned before receiving it.",Group,Stayed 2 nights,30744,29844,49,48
6364,Great stay,9,9.2,"The apartment was very clean and spacious.
It had everything in it that we needed.
The location was great within walking distance of European Parliament.
The breakfast was amazing as were the staff. They were very helpful what more could you ask for.
I feel very fortunate to have stayed here and will definitely recommend this place.",Family with young children,Stayed 2 nights,30745,29845,11,50
6365,Good,8.9,7.9,"Badic,

Area",Couple,Stayed 3 nights,30746,29846,42,52
6366,Superb,8.9,9,"Liked everything but a extra pillow would be nice :-),

Lovely B&B in the  beautiful country side of Belgium. Spacious nice decorated room and bathroom with bath. Friendly host and simple but good breakfast with local organic products. Unfortunately we only stayed one night, would love to come back to cycle and  enjoy the landscape.",Family with young children,Stayed 1 night,30748,29848,14,54
6367,Exceptional,8.6,10,Very nice and comfortable place. Great location!,Solo traveller,Stayed 1 night,30749,29849,86,56
6368,Exceptional,8.5,10,There are no comments available for this review,Couple,Stayed 1 night,30750,29850,23,58
6369,Nice hotel with amazing staff the location was perfect 👌,8.3,10,"Everything was good,

Nice hotel with amazing staff the location is perfect 👌",Family with young children,Stayed 2 nights,30751,29851,79,60
6370,"Small, but surprisingly nice and quiet room with comfy and smart equipment.",8.8,9.2,Parking outside of the hotel is not easy.,"Loft, Guest room, 1 King",N/A,30752,29852,47,62
6371,Good,8.8,7,"The bathroom was a bit dirty. The window was covered with a sign so there was no fresh air. No equipment.,

Very nice stuff, great location.",Couple,Stayed 1 night,30753,29853,42,64
6372,Very good,7.9,8.3,"Sound insulation is not good.,

Location is very convenient.",Couple,Stayed 2 nights,30756,29856,15,66
6373,Excellent,8.4,9.2,"Shower its like push the knob and water runs for three seconds they can do better timing when a person is using shower,

Good spacious place for two and clean",Group,Stayed 2 nights,30757,29857,39,68
6374,Very good,7.3,8.3,There are no comments available for this review,Solo traveller,Stayed 1 night,30758,29858,70,70
6375,Superb,8.2,9,Great location close to the centre. Delicious breakfast to start the day. Very friendly staff. I’ll keep this hotel in mind for my next stay in Brugge 😃,People with friends,Stayed 2 nights,30760,29860,45,72
6376,Exceptional,9,10,"Very clean!!!
Spacious
Good breakfest
Covered Parking!",People with friends,Stayed 1 night,30761,29861,59,74
6377,Lovely,8.9,10,Really lovely location,Family with young children,Stayed 2 nights,30762,29862,35,76
6378,"Truly a get-away as the farm house is located very rurally, a plus for city folks who want to escape",8.9,10,VERY big comfortable bed; very quiet location,Couple,Stayed 2 nights,30764,29864,67,78
6379,Exceptional,8.6,10,"Had no elevator , no help with bags ,

The staff, cleanliness",Family with young children,Stayed 1 night,30765,29865,33,80
6380,Very good,8.5,8.3,There are no comments available for this review,Couple,Stayed 2 nights,30766,29866,26,82
6381,Pleasant,8.3,6.7,"No tea or coffee kettle in the room, breakfast was charged unfairly and the shower was loose and couldn’t stay still.,

Location was ideal, right in the city centre couldn’t ask for a better location!",Solo traveller,Stayed 1 night,30768,29868,28,84
6382,Awesome,8.8,10,Hotel rooms Infact the behaviour of the staff was awesome ..,Group,Stayed 1 night,30769,29869,64,86
6383,Pleasant,8.8,6,"In the hall there is terrible smell. before you get upstairs you have to hold your breath !,

location is perfect.",Family with young children,Stayed 3 nights,30770,29870,44,88
6384,Good,7.9,7.1,"Fridge not working ,

Location",Solo traveller,Stayed 6 nights,30771,29871,7,90
6385,Very good,8.4,8.3,Breakfast included. Super clean. Lovely staff.,Solo traveller,Stayed 1 night,30773,29873,81,92
6386,Fabulous,7.3,8.8,There are no comments available for this review,People with friends,Stayed 1 night,30775,29875,55,94
6387,Very good,8.2,8,"Good location, very kind staff, excellent breakfast.",Group,Stayed 2 nights,30776,29876,63,96
6388,Fabulous,9,8.8,I have been here several times. This time was the heating switched off so the bed was quite chilly,Solo traveller,Stayed 1 night,30778,29878,2,98
6389,Comfortable and very good breakfast choice for inclusive price,8.9,10,"It mentions parking on its website which was a reason for choosing but their carpark is quite a distance from hotel. Staff were helpful in explaining parking just outside or in local streets,

Hotel very central and good value compared to others in the area",Couple,Stayed 1 night,30779,29879,4,100
6390,Superb,8.9,9.2,"Superb location in the midst of Belgian nature. The breakfast was delicious, with local products. The owner took time to talk to us and gave us good recommendations for biking in the area.",Couple,Stayed 1 night,30781,29881,62,102
6391,Exceptional,8.6,10,Lovely hotel and lovely staff. Very good location.,Couple,Stayed 3 nights,30782,29882,9,104
6392,Superb,8.5,9.2,There are no comments available for this review,Solo traveller,Stayed 3 nights,30783,29883,4,106
6393,Okay,8.3,5.8,"Far overpriced hotel in top location.,

Location.",Solo traveller,Stayed 2 nights,30784,29884,23,108
6394,everything was great,8.8,10,"Excellent modern hotel, with great location, great rooms, great stuff, great food",Group,Stayed 5 nights,30785,29885,54,110
6395,Okay,8.8,5.8,The staff was kind of rude and didn’t care about us just the bar service. at night our room was facing the garden and we couldn’t sleep well with the noise that came from the bar.,Couple,Stayed 1 night,30786,29886,27,112
6396,Exceptional,7.9,9.6,"Wifi is not very fast ,

Friendly stuff, good breakfast, good location",Solo traveller,Stayed 8 nights,30787,29887,79,114
6397,"Godd attention, great location",8.4,8.8,"Location is great! A lot of nice places nearby just walking. The whole place is very clean and tidy. The common areas are confortable. You can leave your belongs there even after the check-out. Plus: the church in front is lovely, totally worth it to visit",Solo traveller,Stayed 1 night,30788,29888,29,116
6398,Equivalent for the price you pay.,7.3,7.9,There are no comments available for this review,Couple,Stayed 1 night,30789,29889,31,118
6399,Very good,8.2,8,"Car parking seemed quite expensive, but was very convenient.,

The staff on the reception desk were very friendly and helpful. The overall impression of the hotel was an old building, sympathetically adapted to modern needs. The bed was very comfortable. I as glad that there was a lift.",People with friends,Stayed 1 night,30790,29890,41,120
6400,"Very nice, quiet room, friendly and clean!",9,9.2,"As always perfect Hotel. Thanks for the quiet room, the nice breakfeast and friendly employees. See you next time.",Solo traveller,Stayed 2 nights,30792,29892,6,122
6401,Exceptional,8.9,10,"Nil,

Hotel position in heart of square. Quality of accommodation and food.",Couple,Stayed 2 nights,30793,29893,98,124
6402,Superb,8.9,9.2,"Very nice place inside the nature..
Bio Breakfast , very big room and comfortable...",Solo traveller,Stayed 1 night,30794,29894,32,126
6403,Great place to chill in a great city,8.6,10,"Nothing we didn't like,

Fabulous location
Excellent staff
Felt like home from home",Couple,Stayed 3 nights,30795,29895,34,128
6404,Very good,8.5,8,There are no comments available for this review,Family with young children,Stayed 3 nights,30796,29896,24,130
6405,Mo / Jo Brussels Trip,8.3,10,"The phone was not working.,

The location, the staff and the breakfast was good.",Couple,Stayed 1 night,30797,29897,5,132
6406,Good,8.8,7.5,"Nothing ,

Was upgraded to a bigger room as mine wasn’t ready. Very nice surprise. The room was really big and very clean. Staff are very nice and helpful. Great location. I’d stay there again without question",Solo traveller,Stayed 2 nights,30799,29899,42,134
6407,Actually good place for one night,8.8,7.1,"❌ There were stains on the sheets,❌ Shower isn't really easy handling.,

✔ Great location, close to the city center,✔ Atmosphere in the hostel is super friendly,✔ Good breakfast,✔ There's an oportunity to leave your luggage before check-in.",Group,Stayed 1 night,30800,29900,1,136
6408,Pleasant,7.9,6.3,"The building is a little bit old. The furniture in the rooms should be renewed. ,

Close to the train station, was clean and the personal is kind.",Solo traveller,Stayed 3 nights,30802,29902,40,138
6409,Not bad,8.4,7.1,"The shower didn't last for too long and you had to be pushing the button every 30 seconds. That was a bit annoying. At the end of our stay we had to leave the blankets in reception, so a bag to take them all there would have been appreciated.,

Its location is not bad.The breakfast offered it's quite complete (bread, fruit, juice, tea, coffee, chocolate, butter, philadelphia, eggs, jam).Staff is nice, we asked for a hair dryer and they kindly lend us one.We were able to leave the luggage in the luggage room free of charge after leaving the room.",Group,Stayed 1 night,30803,29903,70,140
6410,Good,7.3,7.1,There are no comments available for this review,Solo traveller,Stayed 1 night,30804,29904,92,142
